"Story","Title","Result","Date","Stability","Duration (s)"
"Realizar cotizacion de vehiculo con usuario aliado","Cotización persona natural inexistente, código fasecolda con datos adicionales e inhabilitado vehículo en leasing y conductor habitual - Aliado","FAILURE","2024-03-06T08:59:43.4457085-05:00[America/Bogota]","0.0","55.29"
"Realizar cotizacion de vehiculo con usuario intermediario","Cotización persona natural inexistente, código fasecolda con datos adicionales e inhabilitado vehículo en leasing y conductor habitual - Intermediario","FAILURE","2024-03-06T09:32:49.5825245-05:00[America/Bogota]","0.0","53.56"
