"Story","Title","Result","Date","Stability","Duration (s)"
"Realizar cotizacion de vehiculo con usuario aliado","Cotización persona natural existente, código fasecolda y que súpere el limite de accesorios - Aliado","FAILURE","2024-03-06T09:07:27.9823439-05:00[America/Bogota]","0.0","163.09"
"Realizar cotizacion de vehiculo con usuario intermediario","Cotización persona natural existente, código fasecolda y que súpere el limite de accesorios - Intermediario","FAILURE","2024-03-06T09:40:33.8659642-05:00[America/Bogota]","0.0","163.7"
